prodcode,productname,ingredient,bnftext,routeofadministration,dmdcode,therapyevents,bnfchapter,emo,top_cs,tcal,oral_cs,aza,metho,cic,myco,potency,injection,new202007
5096,betamethasone dipropionate 0.05% / salicylic acid 2% scalp application,,potent topical corticosteroids,,3.59E+16,29500,13040400,,1,,,,,,,potent,,
16654,preferid 0.025% ointment (yamanouchi pharma ltd),budesonide,potent topical corticosteroids,topical,1.63E+17,764,13040400,,1,,,,,,,potent,,
3312,propaderm 0.025% cream (glaxosmithkline uk ltd),beclometasone dipropionate,potent topical corticosteroids,cutaneous,6.92311E+14,34945,13040400,,1,,,,,,,potent,,
80943,locoid 0.1% ointment (lexon (uk) ltd),hydrocortisone butyrate,potent topical corticosteroids,cutaneous,1.62E+16,1,13040400,,1,,,,,,,potent,,
34207,tridesilon 0.05% cream (lagap),desonide,potent topical corticosteroids,topical,1.09E+17,12,13040400,,1,,,,,,,potent,,
8270,metosyn 0.05% scalp lotion (gp pharma),fluocinonide,potent topical corticosteroids,topical,1.88E+16,3764,13040400,,1,,,,,,,potent,,
8627,fluclorolone acetonide 0.025%w/w cream,fluclorolone acetonide/propylene glycol/fatty alcohols,potent topical corticosteroids,topical,1.70E+17,275,13040400,,1,,,,,,,potent,,
10732,triamcinolone acetonide ointment,triamcinolone acetonide,potent topical corticosteroids,topical,1.45E+17,430,13040400,,1,,,,,,,potent,,
7844,fluocinolone acetonide 0.1%w/w ointment,fluocinolone acetonide,potent topical corticosteroids,topical,1.63E+17,697,13040400,,1,,,,,,,potent,,
28359,fluclorolone acetonide 0.025%w/w ointment,fluclorolone acetonide/propylene glycol/fatty alcohols,potent topical corticosteroids,topical,1.70E+17,32,13040400,,1,,,,,,,potent,,
29329,betamethasone 0.10% ointment (futuna ltd),betamethasone valerate,potent topical corticosteroids,cutaneous,1.05E+17,251,13040400,,1,,,,,,,potent,,
4444,triamcinolone acetonide cream,triamcinolone acetonide,potent topical corticosteroids,topical,1.45E+17,1491,13040400,,1,,,,,,,potent,,
47811,synalar forte cream (ici pharmaceuticals),fluocinolone acetonide,potent topical corticosteroids,topical,8.14E+16,148,13040400,,1,,,,,,,potent,,
4251,topilar 0.025%w/w cream (bioglan laboratories ltd),fluclorolone acetonide/propylene glycol/fatty alcohols,potent topical corticosteroids,topical,7.64E+16,2160,13040400,,1,,,,,,,potent,,
2958,metosyn ointment (gp pharma),fluocinonide,potent topical corticosteroids,cutaneous,1.88E+16,38400,13040400,,1,,,,,,,potent,,
21469,diprosone duopack ointment (manufacturer unknown),betamethasone dipropionate,potent topical corticosteroids,topical,1.53E+17,45,13040400,,1,,,,,,,potent,,
12473,topilar 0.025%w/w ointment (bioglan laboratories ltd),fluclorolone acetonide/propylene glycol/fatty alcohols,potent topical corticosteroids,topical,7.64E+16,378,13040400,,1,,,,,,,potent,,
66397,mometasone 0.1% cream (auden mckenzie (pharma division) ltd),mometasone furoate,potent topical corticosteroids,cutaneous,2.13E+16,2,13040400,,1,,,,,,,potent,,
1772,synalar cream (gp pharma),fluocinolone acetonide,potent topical corticosteroids,cutaneous,8.14E+16,96245,13040400,,1,,,,,,,potent,,
10943,stiedex 0.25% oily cream (stiefel laboratories (uk) ltd),desoximetasone,potent topical corticosteroids,topical,1.09E+17,8515,13040400,,1,,,,,,,potent,,
69350,temetex cream (roche products ltd),diflucortolone valerate,potent topical corticosteroids,cutaneous,3.08E+16,1,13040400,,1,,,,,,,potent,,
63687,betamethasone 0.10% ointment (manx pharma ltd),betamethasone valerate,potent topical corticosteroids,cutaneous,1.62E+17,155,13040400,,1,,,,,,,potent,,
67262,diprosalic 0.05%/3% ointment (waymade healthcare plc),betamethasone dipropionate/salicylic acid,potent topical corticosteroids,cutaneous,5.35881E+15,971,13040400,,1,,,,,,,potent,,
12410,desoximetasone 0.25% oily cream,desoximetasone,potent topical corticosteroids,topical,1.09E+17,1152,13040400,,1,,,,,,,potent,,
10411,fluocinonide 0.05% scalp lotion,fluocinonide,potent topical corticosteroids,topical,1.80E+17,586,13040400,,1,,,,,,,potent,,
53408,betnovate 0.1% scalp application (lexon (uk) ltd),betamethasone valerate,potent topical corticosteroids,cutaneous,1.61E+16,22,13040400,,1,,,,,,,potent,,
40973,betamethasone valerate 2.25mg medicated plasters,betamethasone valerate,potent topical corticosteroids,cutaneous,1.55E+16,304,13040400,,1,,,,,,,potent,,
8927,preferid 0.025% cream (yamanouchi pharma ltd),budesonide,potent topical corticosteroids,topical,1.63E+17,795,13040400,,1,,,,,,,potent,,
1341,propaderm 0.025% ointment (glaxosmithkline uk ltd),beclometasone dipropionate,potent topical corticosteroids,cutaneous,4.34111E+14,49642,13040400,,1,,,,,,,potent,,
60859,mometasone 0.1% ointment (auden mckenzie (pharma division) ltd),mometasone furoate,potent topical corticosteroids,cutaneous,2.13E+16,1,13040400,,1,,,,,,,potent,,
52476,diprosalic 0.05%/2% scalp application (waymade healthcare plc),betamethasone dipropionate/salicylic acid,potent topical corticosteroids,cutaneous,1.05E+16,276,13040400,,1,,,,,,,potent,,
57519,betnovate 0.1% ointment (dowelhurst ltd),betamethasone valerate,potent topical corticosteroids,cutaneous,5.61941E+15,145,13040400,,1,,,,,,,potent,,
32022,vipsogal ointment (harley street supplies ltd),betamethasone dipropionate/fluocinonide/gentamicin sulphate/panthenol/salicylic acid,potent topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,2.00E+17,3,13040400/13100102,,1,,,,,,,potent,,
23035,"betamethasone dipropionate with fluocinonide, gentamicin with salicylic acid ointment",betamethasone dipropionate/fluocinonide/gentamicin sulphate/panthenol/salicylic acid,potent topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,2.00E+17,15,13040400/13100102,,1,,,,,,,potent,,
4840,fusidic acid with betamethasone valerate 2%with1% cream,betamethasone valerate/fusidic acid,potent topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,1.08E+17,347609,13040400/13100102,,1,,,,,,,potent,,
1606,aureocort cream (wyeth pharmaceuticals),chlortetracycline hydrochloride/triamcinolone acetonide,potent topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,2.265E+15,5787,13040400/13100102,,1,,,,,,,potent,,
21755,triamcinolone acetonide with chlortetracycline hc cream,chlortetracycline hydrochloride/triamcinolone acetonide,potent topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,1.45E+17,19,13040400/13100102,,1,,,,,,,potent,,
1607,aureocort ointment (wyeth pharmaceuticals),triamcinolone acetonide/chlortetracycline hydrochloride,potent topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),cutaneous,2.255E+15,7638,13040400/13100102,,1,,,,,,,potent,,
1340,propaderm -a ointment (glaxo laboratories ltd),beclometasone dipropionate/chlortetracycline hydrochloride,potent topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,2.64E+16,7977,13040400/13100102,,1,,,,,,,potent,,
19905,beclometasone with chlortetracycline hcl ointment,beclometasone dipropionate/chlortetracycline hydrochloride,potent topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),topical,1.22E+17,14,13040400/13100102,,1,,,,,,,potent,,
79085,beclometasone 25% ointment with chlortetracycline 3% in white soft paraffin (bcm),beclometasone dipropionate/chlortetracycline hydrochloride,potent topical corticosteroids/antibacterial preparations also used systemically (for skin conditions),,2.39E+17,1,13040400/13100102,1,1,,,,,,,potent,,
8459,silderm cream (wyeth pharmaceuticals),neomycin/triamcinolone acetonide,potent topical corticosteroids/antibacterial preparations only used topically,topical,1.45E+17,5,13040400/13100101,,1,,,,,,,potent,,
19297,clioquinol 3% with fluocinolone 0.025% cream,clioquinol/fluocinolone acetonide,potent topical corticosteroids/antibacterial preparations only used topically,topical,1.03E+17,43,13040400/13100101,,1,,,,,,,potent,,
17403,triamcinolone acetonide with neomycin nystatin and gramicidin ointment,neomycin sulphate/gramicidin/nystatin/triamcinolone acetonide,potent topical corticosteroids/antibacterial preparations only used topically,topical,1.45E+17,1976,13040400/13100101,,1,,,,,,,potent,,
29385,clioquinol 3% with fluocinolone 0.025% ointment,clioquinol/fluocinolone acetonide,potent topical corticosteroids/antibacterial preparations only used topically,topical,1.03E+17,12,13040400/13100101,,1,,,,,,,potent,,
79051,betamethasone valerate with neomycin lotion,neomycin sulphate/betamethasone valerate,potent topical corticosteroids/antibacterial preparations only used topically,,1.22E+17,2,13040400/13100101,,1,,,,,,,potent,,
4869,synalar n cream (gp pharma),neomycin sulfate/fluocinolone acetonide,potent topical corticosteroids/antibacterial preparations only used topically,cutaneous,8.15E+16,11143,13040400/13100101,,1,,,,,,,potent,,
10403,adcortyl with graneodin ointment (e r squibb and sons ltd),neomycin sulphate/gramicidin/triamcinolone acetonide,potent topical corticosteroids/antibacterial preparations only used topically,topical,3.25001E+14,71,13040400/13100101,,1,,,,,,,potent,,
11597,clioquinol 3% with betamethasone valerate 0.1% ointment,betamethasone valerate/clioquinol,potent topical corticosteroids/antibacterial preparations only used topically,topical,1.03E+17,9113,13040400/13100101,,1,,,,,,,potent,,
75680,triamcinolone with neomycin and undecylenic acid cream,neomycin/triamcinolone acetonide,potent topical corticosteroids/antibacterial preparations only used topically,,1.45E+17,2,13040400/13100101,,1,,,,,,,potent,,1
34165,betnovate -n cream (glaxo laboratories ltd),neomycin sulphate/betamethasone valerate,potent topical corticosteroids/antibacterial preparations only used topically,topical,5.18E+16,5,13040400/13100101,,1,,,,,,,potent,,
1608,adcortyl with graneodin cream (e r squibb and sons ltd),neomycin sulphate/gramicidin/triamcinolone acetonide,potent topical corticosteroids/antibacterial preparations only used topically,topical,3.15001E+14,1921,13040400/13100101,,1,,,,,,,potent,,
23355,triamcinolone acetonide with gramicidin and neomycin cream,neomycin sulphate/gramicidin/triamcinolone acetonide,potent topical corticosteroids/antibacterial preparations only used topically,topical,1.45E+17,38,13040400/13100101,,1,,,,,,,potent,,
27430,beclometasone with clioquinol ointment,beclometasone dipropionate/clioquinol,potent topical corticosteroids/antibacterial preparations only used topically,topical,1.22E+17,40,13040400/13100101,,1,,,,,,,potent,,
10231,clioquinol 3% with betamethasone valerate 0.1% cream,betamethasone valerate/clioquinol,potent topical corticosteroids/antibacterial preparations only used topically,topical,1.03E+17,17922,13040400/13100101,,1,,,,,,,potent,,
22880,beclometasone with clioquinol cream,beclometasone dipropionate/clioquinol,potent topical corticosteroids/antibacterial preparations only used topically,topical,1.22E+17,41,13040400/13100101,,1,,,,,,,potent,,
4380,synalar n ointment (gp pharma),neomycin sulfate/fluocinolone acetonide,potent topical corticosteroids/antibacterial preparations only used topically,cutaneous,8.16E+16,6669,13040400/13100101,,1,,,,,,,potent,,
77325,propaderm -c cream (glaxo laboratories ltd),beclometasone dipropionate/clioquinol,potent topical corticosteroids/antibacterial preparations only used topically,,2.64E+16,14,13040400/13100101,,1,,,,,,,potent,,
4854,triamcinolone acetonide with neomycin nystatin and gramicidin cream,neomycin sulphate/gramicidin/nystatin/triamcinolone acetonide,potent topical corticosteroids/antibacterial preparations only used topically,topical,1.45E+17,5157,13040400/13100101,,1,,,,,,,potent,,
42505,betamethasone valerate with clotrimazole cream,betamethasone valerate/clotrimazole,"potent topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.55E+17,46,13040400/13100200,,1,,,,,,,potent,,
17373,econazole with triamcinolone cream,econazole nitrate/triamcinolone acetonide,"potent topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.60E+17,192,13040400/13100200,,1,,,,,,,potent,,
9116,triamcinolone acetonide with nystatin cream,nystatin/triamcinolone acetonide,"potent topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.45E+17,163,13040400/13100200,,1,,,,,,,potent,,
3575,lotriderm cream (dominion pharma),betamethasone dipropionate/clotrimazole,"potent topical corticosteroids/antifungal preparations (topical, for skin conditions)",,1.55E+17,24518,13040400/13100200,,1,,,,,,,potent,,
4158,pevaryl tc cream (lorex synthelabo ltd),econazole nitrate/triamcinolone acetonide,"potent topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,1.60E+17,3397,13040400/13100200,,1,,,,,,,potent,,
2852,nystadermal cream (e r squibb and sons ltd),nystatin/triamcinolone acetonide,"potent topical corticosteroids/antifungal preparations (topical, for skin conditions)",topical,2.22E+16,1472,13040400/13100200,,1,,,,,,,potent,,
77278,salicylic acid 10% with mometasone ointment 15% in white soft paraffin ointment,salicylic acid/mometasone furoate,potent topical corticosteroids/preparations for psoriasis,,2.40E+17,39,13040400/13050200,,1,,,,,,,potent,,
40393,coal tar solution in betnovate rd (hri) ointment 5%,betamethasone valerate/coal tar solution,potent topical corticosteroids/preparations for psoriasis,topical,2.00E+17,119,13040400/13050200,,1,,,,,,,potent,,
54461,coal tar solution in betnovate rd (royal free hosp) 5% ointment,betamethasone valerate/coal tar solution,potent topical corticosteroids/preparations for psoriasis,,2.00E+17,1,13040400/13050200,,1,,,,,,,potent,,
53165,coal tar solution with betamethasone 0.1% ointment in white soft paraffin (bcm) 3% with 50%,betamethasone valerate/coal tar solution,potent topical corticosteroids/preparations for psoriasis,,2.39E+17,3,13040400/13050200,,1,,,,,,,potent,,
40387,coal tar 5% ointment (royal free hospital),betamethasone valerate/coal tar solution,potent topical corticosteroids/preparations for psoriasis,topical,1.25E+17,18,13040400/13050200,,1,,,,,,,potent,,
49409,beclometasone 0.0025% in white soft paraffin,beclometasone dipropionate,topical corticosteroids,route of administration not applicable,2.01E+16,18,13040000,1,1,,,,,,,potent,,
40858,betesil 2.25mg medicated plasters (genus pharmaceuticals ltd),betamethasone valerate,topical corticosteroids,cutaneous,1.55E+16,782,13040000,,1,,,,,,,potent,,
1553,betnovate-n ointment (chemidex pharma ltd),betamethasone valerate/neomycin sulfate,topical corticosteroids with antimicrobials,cutaneous,5.47511E+14,31085,13040100,,1,,,,,,,potent,,
70753,daktacort cream (waymade healthcare plc),hydrocortisone/miconazole nitrate,topical corticosteroids with antimicrobials,cutaneous,1.11E+16,1743,13040100,,1,,,,,,,mild,,
1475,betnovate-c ointment (chemidex pharma ltd),clioquinol/betamethasone valerate,topical corticosteroids with antimicrobials,cutaneous,9.09211E+14,56044,13040100,,1,,,,,,,potent,,
1583,betnovate-c cream (chemidex pharma ltd),clioquinol/betamethasone valerate,topical corticosteroids with antimicrobials,cutaneous,5.47311E+14,118263,13040100,,1,,,,,,,potent,,
56464,generic trimovate cream,clobetasone butyrate/oxytetracycline calcium/nystatin,topical corticosteroids with antimicrobials,cutaneous,8.82371E+15,3269,13040100,,1,,,,,,,moderate,,
5217,betamethasone dipropionate 0.064% / clotrimazole 1% cream,,topical corticosteroids with antimicrobials,,3.59E+16,48045,13040100,,1,,,,,,,potent,,
1533,betnovate-n cream (chemidex pharma ltd),betamethasone valerate/neomycin sulfate,topical corticosteroids with antimicrobials,cutaneous,4.4811E+13,66205,13040100,,1,,,,,,,potent,,
1389,trimovate cream (glaxosmithkline uk ltd),clobetasone butyrate/oxytetracycline calcium/nystatin,topical corticosteroids with antimicrobials,cutaneous,4.22211E+14,1128841,13040100,,1,,,,,,,moderate,,
79529,fucibet cream (mawdsley-brooks & company ltd),betamethasone valerate/fusidic acid,topical corticosteroids with antimicrobials,cutaneous,3.75E+16,3,13040100,,1,,,,,,,potent,,
71216,"nystatin 100,000units/g / chlorhexidine acetate 1% / hydrocortisone 1% ointment (typharm ltd)",nystatin/chlorhexidine acetate/hydrocortisone,topical corticosteroids with antimicrobials/mild topical corticosteroids,cutaneous,3.33E+16,1,13040100/13040200,,1,,,,,,,mild,,
73281,"nystatin 100,000units/g / chlorhexidine acetate 1% / hydrocortisone 1% ointment (a a h pharmaceuticals ltd)",nystatin/chlorhexidine acetate/hydrocortisone,topical corticosteroids with antimicrobials/mild topical corticosteroids,cutaneous,3.49E+16,1,13040100/13040200,,1,,,,,,,mild,,
62455,generic nystaform hc cream,hydrocortisone/nystatin/chlorhexidine hydrochloride,topical corticosteroids with antimicrobials/mild topical corticosteroids,cutaneous,3.54991E+15,632,13040100/13040200,,1,,,,,,,mild,,
1429,nystaform hc cream (typharm ltd),hydrocortisone/nystatin/chlorhexidine hydrochloride,topical corticosteroids with antimicrobials/mild topical corticosteroids,cutaneous,3.08881E+15,154657,13040100/13040200,,1,,,,,,,mild,,
68272,generic nystaform hc ointment,nystatin/chlorhexidine acetate/hydrocortisone,topical corticosteroids with antimicrobials/mild topical corticosteroids,cutaneous,3.70111E+15,372,13040100/13040200,,1,,,,,,,mild,,
72618,"nystatin 100,000units/g / chlorhexidine hydrochloride 1% / hydrocortisone 0.5% cream (a a h pharmaceuticals ltd)",hydrocortisone/nystatin/chlorhexidine hydrochloride,topical corticosteroids with antimicrobials/mild topical corticosteroids,cutaneous,3.49E+16,10,13040100/13040200,,1,,,,,,,mild,,
78690,"nystatin 100,000units/g / chlorhexidine acetate 1% / hydrocortisone 1% ointment (alliance healthcare (distribution) ltd)",nystatin/chlorhexidine acetate/hydrocortisone,topical corticosteroids with antimicrobials/mild topical corticosteroids,cutaneous,3.48E+16,1,13040100/13040200,,1,,,,,,,mild,,
71925,"nystatin 100,000units/g / chlorhexidine hydrochloride 1% / hydrocortisone 0.5% cream (typharm ltd)",hydrocortisone/nystatin/chlorhexidine hydrochloride,topical corticosteroids with antimicrobials/mild topical corticosteroids,cutaneous,3.33E+16,4,13040100/13040200,,1,,,,,,,mild,,
1582,nystaform hc ointment (typharm ltd),nystatin/chlorhexidine acetate/hydrocortisone,topical corticosteroids with antimicrobials/mild topical corticosteroids,cutaneous,3.69251E+15,24074,13040100/13040200,,1,,,,,,,mild,,
40698,dermovate-nn ointment (chemidex pharma ltd),clobetasol propionate/neomycin sulfate/nystatin,topical corticosteroids with antimicrobials/potent topical corticosteroids,cutaneous,5.05511E+14,4011,13040100/13040400,,1,,,,,,,potent,,
40583,dermovate-nn cream (chemidex pharma ltd),clobetasol propionate/neomycin sulfate/nystatin,topical corticosteroids with antimicrobials/potent topical corticosteroids,cutaneous,1.6511E+13,5141,13040100/13040400,,1,,,,,,,potent,,
34896,hydrocortisone 0.5% cream (a a h pharmaceuticals ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,3.00411E+14,19,13040000/13040200,,1,,,,,,,mild,,
65558,hydrocortisone 1% lotion,hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,375446003,22,13040000/13040200,,1,,,,,,,mild,,
71726,hydrocortisone 2% lotion,hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.82E+16,3,13040000/13040200,,1,,,,,,,mild,,
2844,hydrocortisone 2.5% ointment,hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,331695005,106334,13040000/13040200,,1,,,,,,,mild,,
47845,hydrocortisone 1% cream (teva uk ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,4.19321E+15,17,13040000/13040200,,1,,,,,,,mild,,
34317,hydrocortisone 1% cream (actavis uk ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,7.23111E+14,1792,13040000/13040200,,1,,,,,,,mild,,
73,hydrocortisone 1% cream,hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,346992009,3967864,13040000/13040200,,1,,,,,,,mild,,
46091,hydrocortisone 2.5% ointment (essential generics ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.49E+16,1,13040000/13040200,,1,,,,,,,mild,,
55572,hydrocortisone 1% cream (sovereign medical ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.72E+16,1,13040000/13040200,,1,,,,,,,mild,,
63946,hydrocortisone 1% ointment (essential generics ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.49E+16,0,13040000/13040200,,1,,,,,,,mild,,
78527,hydrocortisone 1% cream 50% in aqueous cream,,topical corticosteroids/mild topical corticosteroids,,3.24E+16,1,13040000/13040200,1,1,,,,,,,mild,,
59914,derma care hydrocortisone 1% cream (the boots company plc),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.84E+16,62,13040000/13040200,,1,,,,,,,mild,,
79264,hydrocortisone 1% cream (co-pharma ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.83E+16,1,13040000/13040200,,1,,,,,,,mild,,
24513,zenoxone 1% cream (teva uk ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,7.03211E+14,6,13040000/13040200,,1,,,,,,,mild,,
1061,hydrocortisone 2.5% cream,hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,331661006,228335,13040000/13040200,,1,,,,,,,mild,,
34459,hydrocortisone 1% ointment (a a h pharmaceuticals ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,2.93001E+15,42,13040000/13040200,,1,,,,,,,mild,,
43506,hydrocortisone 1% cream (pinewood healthcare),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.36E+16,1,13040000/13040200,,1,,,,,,,mild,,
14986,hydrocortisone acetate 1% cream,hydrocortisone acetate,topical corticosteroids/mild topical corticosteroids,cutaneous,332041002,11948,13040000/13040200,,1,,,,,,,mild,,
310,hydrocortisone 0.1% cream,hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,331680008,297808,13040000/13040200,,1,,,,,,,mild,,
48092,hydrocortisone 1% cream (essential generics ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.49E+16,2,13040000/13040200,,1,,,,,,,mild,,
8569,mildison lipocream 1% cream (astellas pharma ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,4.77421E+15,39054,13040000/13040200,,1,,,,,,,mild,,
72418,boots derma care hydrocortisone 1% ointment (the boots company plc),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,3.10E+16,4,13040000/13040200,,1,,,,,,,mild,,
734,hydrocortisone 1% ointment,hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,347949006,1189641,13040000/13040200,,1,,,,,,,mild,,
17799,dermacort hydrocortisone 0.1% cream (marlborough pharmaceuticals ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.57311E+14,212,13040000/13040200,,1,,,,,,,mild,,
33081,hydrocortisone 2.5% ointment (a a h pharmaceuticals ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,2.93221E+15,14,13040000/13040200,,1,,,,,,,mild,,
40402,hydrocortisone 2.5% cream (a a h pharmaceuticals ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.12311E+14,30,13040000/13040200,,1,,,,,,,mild,,
32098,hydrocortisone 1% ointment (teva uk ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,4.19401E+15,38,13040000/13040200,,1,,,,,,,mild,,
5317,synalar 1 in 10 dilution 0.0025% cream (derma uk ltd),fluocinolone acetonide,topical corticosteroids/mild topical corticosteroids,cutaneous,3.67971E+15,17124,13040000/13040200,,1,,,,,,,mild,,
9274,hc45 hydrocortisone 1% cream (reckitt benckiser healthcare (uk) ltd),hydrocortisone acetate,topical corticosteroids/mild topical corticosteroids,cutaneous,4.92821E+15,196,13040000/13040200,,1,,,,,,,mild,,
2075,dioderm 0.1% cream (dermal laboratories ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,6.45811E+14,8430,13040000/13040200,,1,,,,,,,mild,,
11425,fluocinolone acetonide 0.0025% cream,fluocinolone acetonide,topical corticosteroids/mild topical corticosteroids,cutaneous,331941002,8081,13040000/13040200,,1,,,,,,,mild,,
80802,hydrocortisone 1% in white soft paraffin,,topical corticosteroids/mild topical corticosteroids,,3.25E+16,5,13040000/13040200,1,1,,,,,,,mild,,
70905,hydrocortisone 0.5% ointment 50% in white soft paraffin,,topical corticosteroids/mild topical corticosteroids,,3.08E+16,1,13040000/13040200,1,1,,,,,,,mild,,
945,hydrocortisone 0.5% ointment,hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,353223001,205995,13040000/13040200,,1,,,,,,,mild,,
39818,hydrocortisone 0.5% cream (actavis uk ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,4.24011E+14,360,13040000/13040200,,1,,,,,,,mild,,
34291,hydrocortisone 1% cream (a a h pharmaceuticals ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,6.23911E+14,102,13040000/13040200,,1,,,,,,,mild,,
32877,hydrocortisone 2.5% ointment (teva uk ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,4.19441E+15,84,13040000/13040200,,1,,,,,,,mild,,
34767,hydrocortisone 2.5% cream (teva uk ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,4.19361E+15,97,13040000/13040200,,1,,,,,,,mild,,
72440,hydrocortisone 2% in white soft paraffin,,topical corticosteroids/mild topical corticosteroids,,3.25E+16,1,13040000/13040200,1,1,,,,,,,mild,,
79227,hydrocortisone 1% cream (lloyds pharmacy ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,7.93241E+15,0,13040000/13040200,,1,,,,,,,mild,,
81075,hydrocortisone 0.5% cream (alliance healthcare (distribution) ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,8.82311E+14,0,13040000/13040200,,1,,,,,,,mild,,
982,hydrocortisone 0.5% cream,hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,346990001,888800,13040000/13040200,,1,,,,,,,mild,,
70217,hydrocortisone 0.5% cream (teva uk ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,4.19301E+15,2,13040000/13040200,,1,,,,,,,mild,,
57818,hydrocortisone 2.5% cream (essential generics ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,1.49E+16,1,13040000/13040200,,1,,,,,,,mild,,
34627,hydrocortisone 1% cream (vantage),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,7.45111E+14,6,13040000/13040200,,1,,,,,,,mild,,
34846,hydrocortisone 0.5% ointment (a a h pharmaceuticals ltd),hydrocortisone,topical corticosteroids/mild topical corticosteroids,cutaneous,2.92751E+15,22,13040000/13040200,,1,,,,,,,mild,,
16862,eumovate eczema and dermatitis 0.05% cream (glaxosmithkline consumer healthcare),clobetasone butyrate,topical corticosteroids/moderate topical corticosteroids,cutaneous,1.34311E+14,1217,13040000/13040300,,1,,,,,,,moderate,,
78769,clobetasone 0.05% ointment 50% in white soft paraffin,clobetasone butyrate,topical corticosteroids/moderate topical corticosteroids,route of administration not applicable,1.85E+16,1,13040000/13040300,1,1,,,,,,,moderate,,
11464,fluocinolone acetonide 0.00625% ointment,fluocinolone acetonide,topical corticosteroids/moderate topical corticosteroids,cutaneous,331937001,9039,13040000/13040300,,1,,,,,,,moderate,,
7843,synalar 1 in 4 dilution 0.00625% ointment (derma uk ltd),fluocinolone acetonide,topical corticosteroids/moderate topical corticosteroids,cutaneous,8.38791E+15,25307,13040000/13040300,,1,,,,,,,moderate,,
70408,fludroxycortide 4micrograms/square cm tape 7.5cm (typharm ltd),fludroxycortide,topical corticosteroids/moderate topical corticosteroids,cutaneous,3.32E+16,1,13040000/13040300,,1,,,,,,,moderate,,
1005,eumovate 0.05% cream (glaxosmithkline uk ltd),clobetasone butyrate,topical corticosteroids/moderate topical corticosteroids,cutaneous,3.90011E+14,1516565,13040000/13040300,,1,,,,,,,moderate,,
6801,betamethasone valerate 0.025% ointment,betamethasone valerate,topical corticosteroids/moderate topical corticosteroids,cutaneous,331821008,170777,13040000/13040300,,1,,,,,,,moderate,,
4837,clobetasone 0.05% ointment,clobetasone butyrate,topical corticosteroids/moderate topical corticosteroids,cutaneous,331881005,437902,13040000/13040300,,1,,,,,,,moderate,,
