prodcode,productname,ingredient,bnftext,routeofadministration,dmdcode,therapyevents,bnfchapter,emo,top_cs,tcal,oral_cs,aza,metho,cic,myco,potency,injection,new202007
1356,calmurid cream (galderma (uk) ltd),urea/lactic acid,emollient skin preparations,cutaneous,2.90E+15,183511,13020102,1,,,,,,,,,,
31042,cetraben 5%+4% wash (sankyo pharma uk ltd),liquid paraffin/white soft paraffin,emollient skin preparations,topical,2.13E+17,57,13020102,1,,,,,,,,,,
44104,white soft paraffin 8% with light liquid paraffin 3% lotion,liquid paraffin light/white soft paraffin,emollient skin preparations,topical,2.61E+17,30,13020102,1,,,,,,,,,,
43993,qv cream (crawford healthcare ltd),glycerol/white soft paraffin/liquid paraffin light,emollient skin preparations,cutaneous,1.18E+16,48992,13020102,1,,,,,,,,,,
17982,proderm dry irritated skin dermatological mousse (chefaro uk ltd),dimeticone/methyl 4-hydroxybenzoate/propylene glycol/propyl 4-hydroxybenzoate/povidone/phenoxyethanol/stearic acid/triethanolamine/urea/glycerol/polysorbate 20/anthemis nobilis (roman chamomile)/aloes (aloe),emollient skin preparations,topical,2.04E+17,84,13020102,1,,,,,,,,,,
6104,oilatum junior cream (glaxosmithkline consumer healthcare),liquid paraffin light/white soft paraffin,emollient skin preparations,cutaneous,2.99E+15,88355,13020102,1,,,,,,,,,,
64326,skin salvation daily moisturising cream (balmonds skincare ltd),,emollient skin preparations,route of administration not applicable,2.90E+16,77,13020102,1,,,,,,,,,,
62808,generic ultrabase cream,,emollient skin preparations,cutaneous,3.66E+15,131,13020102,1,,,,,,,,,,
7568,humiderm 5% cream (convatec ltd),sodium pidolate,emollient skin preparations,topical,1.52E+17,3169,13020102,1,,,,,,,,,,
6428,eucerin intensive 10% cream (beiersdorf uk ltd),urea,emollient skin preparations,cutaneous,2.97E+15,44960,13020102,1,,,,,,,,,,
54507,generic unguentum m cream,,emollient skin preparations,cutaneous,3.56E+15,2823,13020102,1,,,,,,,,,,
44002,qv 5% skin lotion (crawford healthcare ltd),white soft paraffin,emollient skin preparations,cutaneous,1.18E+16,4855,13020102,1,,,,,,,,,,
67210,elave body oil (ovelle pharmaceuticals),,emollient skin preparations,,2.79E+16,21,13020102,1,,,,,,,,,,
47577,glycerol liquid (thornton & ross ltd),glycerol,emollient skin preparations,cutaneous/oral,4.22E+15,4,13020102,1,,,,,,,,,,
75859,aveeno cream (waymade healthcare plc),,emollient skin preparations,route of administration not applicable,1.09E+16,1,13020102,1,,,,,,,,,,
36841,emollin aerosol spray (c d medical ltd),,emollient skin preparations,,1.18E+16,40572,13020102,1,,,,,,,,,,
48596,aveeno cream (de pharmaceuticals),,emollient skin preparations,route of administration not applicable,1.38E+16,62,13020102,1,,,,,,,,,,
67235,diprobase ointment (waymade healthcare plc),white soft paraffin/liquid paraffin,emollient skin preparations,cutaneous,1.09E+16,234,13020102,1,,,,,,,,,,
74373,eucerin acute 5% lip balm (beiersdorf uk ltd),,emollient skin preparations,,3.56E+16,14,13020102,1,,,,,,,,,,
4525,urea 10% cream,urea,emollient skin preparations,cutaneous,331522008,40790,13020102,1,,,,,,,,,,
14447,cetomacrogol cream (formula b),cetostearyl alcohol/macrogol cetostearyl ether 22/liquid paraffin/white soft paraffin/thiomersal/purified water/propyl hydroxybenzoate/methyl hydroxybenzoate,emollient skin preparations,cutaneous,1.46E+16,493,13020102,1,,,,,,,,,,
18145,emollient with hypoallergenic lanolin and hydroxybenzoates lotion,light liquid paraffin/methyl 4-hydroxybenzoate/propyl 4-hydroxybenzoate/white soft paraffin/hypoallergenic lanolin,emollient skin preparations,topical,2.11E+17,68,13020102,1,,,,,,,,,,
46585,wool fat aerosol spray,wool fat,emollient skin preparations,topical,2.61E+17,1,13020102,1,,,,,,,,,,
18866,"liquid paraffin with benzalkonium, chlorhexidine and isopropyl myristate cream",liquid paraffin/isopropyl myristate/benzalkonium chloride/chlorhexidine hydrochloride,emollient skin preparations,topical,2.38E+17,101,13020102,1,,,,,,,,,,
42154,hydromol intensive 10% cream (alliance pharmaceuticals ltd),urea,emollient skin preparations,cutaneous,1.63E+16,14954,13020102,1,,,,,,,,,,
39379,emollient body wash,castor oil/lauromacrogols/soya oil,emollient skin preparations,topical,2.41E+17,25,13020102,1,,,,,,,,,,
21728,wool fat ointment,wool fat,emollient skin preparations,cutaneous,9.41E+15,569,13020102,1,,,,,,,,,,
71954,elave hand wash (ovelle pharmaceuticals),,emollient skin preparations,,3.45E+16,3,13020102,1,,,,,,,,,,
2990,masse cream (janssen-cilag ltd),methyl hydroxybenzoate/propyl hydroxybenzoate/wool fat,emollient skin preparations,topical,1.82E+16,614,13020102,1,,,,,,,,,,
24406,imuderm wash (goldshield pharmaceuticals ltd),sodium lauryl ether sulphate,emollient skin preparations,topical,2.25E+17,19,13020102,1,,,,,,,,,,
18190,urea 5% cream,urea,emollient skin preparations,cutaneous,4.25E+15,11088,13020102,1,,,,,,,,,,
492,oilatum cream (glaxosmithkline consumer healthcare),liquid paraffin light/white soft paraffin,emollient skin preparations,cutaneous,2.99E+15,682011,13020102,1,,,,,,,,,,
44513,zerobase 11% cream (thornton & ross ltd),liquid paraffin,emollient skin preparations,cutaneous,7.65E+15,328556,13020102,1,,,,,,,,,,
5520,doublebase gel (dermal laboratories ltd),isopropyl myristate/liquid paraffin,emollient skin preparations,cutaneous,3.64E+15,2426288,13020102,1,,,,,,,,,,
65289,tena 3 in 1 wash cream (sca hygiene products uk ltd),,emollient skin preparations,,3.08E+16,2316,13020102,1,,,,,,,,,,
44922,zerobase cream (thornton & ross ltd),liquid paraffin,emollient skin preparations,cutaneous,3.06E+17,6056,13020102,1,,,,,,,,,,
74559,childs farm unfragranced moisturising cream (childs farm),,emollient skin preparations,,3.58E+16,84,13020102,1,,,,,,,,,,
46596,doublebase dayleve gel (dermal laboratories ltd),isopropyl myristate/liquid paraffin,emollient skin preparations,cutaneous,1.94E+16,57050,13020102,1,,,,,,,,,,
53163,white soft paraffin solid (pinewood healthcare),white soft paraffin,emollient skin preparations,cutaneous,1.36E+16,53,13020102,1,,,,,,,,,,
78673,exmabase gel (ascot laboratories ltd),isopropyl myristate/liquid paraffin,emollient skin preparations,cutaneous,3.50E+16,37,13020102,1,,,,,,,,,,
1976,cetraben 13.2%+10.5% cream (sankyo pharma uk ltd),white soft paraffin/liquid paraffin light,emollient skin preparations,cutaneous,2.13E+17,178276,13020102,1,,,,,,,,,,
25882,urea with cetrimide and chlorocresol and demethicone cream,chlorocresol/dimeticone 350/urea/cetrimide,emollient skin preparations,topical,2.17E+17,10,13020102,1,,,,,,,,,,
63499,balneum plus cream (waymade healthcare plc),urea/lauromacrogols,emollient skin preparations,cutaneous,2.47E+16,2,13020102,1,,,,,,,,,,
31915,emollient shower cream,glycerol/liquid paraffin/isopropyl palmitate/white soft paraffin,emollient skin preparations,topical,1.72E+17,10,13020102,1,,,,,,,,,,
46598,"liquid paraffin with benzalkonium, chlorhexidine and isopropyl myristate emulsion",liquid paraffin/isopropyl myristate/benzalkonium chloride/chlorhexidine hydrochloride,emollient skin preparations,topical,2.65E+17,2,13020102,1,,,,,,,,,,
38119,vaseline dermacare 500ml lotion (elida faberge),,emollient skin preparations,,2.54E+16,194,13020102,1,,,,,,,,,,
37976,emulsifying ointment (c p pharmaceuticals ltd),liquid paraffin/emulsifying wax/white soft paraffin,emollient skin preparations,cutaneous,1.24E+16,27,13020102,1,,,,,,,,,,
49988,aveeno lotion (mawdsley-brooks & company ltd),,emollient skin preparations,route of administration not applicable,1.63E+16,1049,13020102,1,,,,,,,,,,
64238,urea 25% ointment,urea,emollient skin preparations,cutaneous,1.77E+16,57,13020102,1,,,,,,,,,,
38387,propylene glycol 20% in aqueous cream,propylene glycol,emollient skin preparations,topical,2.51E+17,16,13020102,1,,,,,,,,,,
46190,cetaphil moisturising cream (galderma (uk) ltd),,emollient skin preparations,route of administration not applicable,1.71E+16,3909,13020102,1,,,,,,,,,,
17310,vaseline dermacare lotion (elida faberge),,emollient skin preparations,,8.64E+16,269,13020102,1,,,,,,,,,,
23150,deionised water with glycerin with benzyl alcohol cream,glycerol/purified water/wool fat/benzyl alcohol,emollient skin preparations,topical,2.02E+17,3,13020102,1,,,,,,,,,,
75712,liquid paraffin with glycerin and other ingredients spray,glycerol/liquid paraffin/menthol/dimeticone,emollient skin preparations,,2.41E+17,1,13020102,1,,,,,,,,,,
98,diprobase cream (merck sharp & dohme ltd),,emollient skin preparations,cutaneous,3.47E+15,4287083,13020102,1,,,,,,,,,,
5041,unguentum m cream (almirall ltd),,emollient skin preparations,cutaneous,3.49E+15,272370,13020102,1,,,,,,,,,,
18281,white soft paraffin 10% spray,white soft paraffin,emollient skin preparations,cutaneous,3.70E+15,2034,13020102,1,,,,,,,,,,
60614,aveeno skin relief moisturising lotion with menthol (johnson & johnson ltd),,emollient skin preparations,route of administration not applicable,2.44E+16,541,13020102,1,,,,,,,,,,
46825,aquamax wash (dermato logical ltd),cetostearyl alcohol/liquid paraffin/white soft paraffin,emollient skin preparations,topical,3.06E+17,37,13020102,1,,,,,,,,,,
45841,macrogol ointment (manufacturer unknown),magnesium sulfate dried/phenoxyethanol/wool alcohols ointment,emollient skin preparations,cutaneous,1.72E+17,1,13020102,1,,,,,,,,,,
12310,balmandol bath additive (smith & nephew healthcare ltd),liquid paraffin/almond oil,emollient skin preparations,topical,1.85E+17,1020,13020102,1,,,,,,,,,,
54382,clinisan emollient wash cream (synergy health plc),,emollient skin preparations,route of administration not applicable,2.09E+16,45,13020102,1,,,,,,,,,,
79771,generic zeroveen cream,,emollient skin preparations,,3.45E+16,3,13020102,1,,,,,,,,,,
40286,white soft paraffin 14.5% / liquid paraffin 12.6% cream,liquid paraffin/white soft paraffin,emollient skin preparations,cutaneous,1.47E+16,1278,13020102,1,,,,,,,,,,
36814,light liquid paraffin with glycerol and white soft paraffin 10% with 10% with 5% cream,glycerol/liquid paraffin light/white soft paraffin,emollient skin preparations,topical,2.48E+17,153,13020102,1,,,,,,,,,,
57193,elena's day cream special and night cream extra (elena's nature collection ltd),,emollient skin preparations,cutaneous,1.47E+16,44,13020102,1,,,,,,,,,,
9849,eucerin intensive treatment cream (beiersdorf uk ltd),urea,emollient skin preparations,cutaneous,2.28E+17,11850,13020102,1,,,,,,,,,,
60519,aveeno daily moisturising lotion (johnson & johnson ltd),,emollient skin preparations,route of administration not applicable,2.44E+16,18745,13020102,1,,,,,,,,,,
53905,oilatum natural repair cream (glaxosmithkline consumer healthcare),,emollient skin preparations,route of administration not applicable,1.42E+16,74,13020102,1,,,,,,,,,,
81198,cuderm moisturising cream (synergy biologics ltd),,emollient skin preparations,,3.29E+16,1,13020102,1,,,,,,,,,,
73404,generic adex gel,,emollient skin preparations,,3.48E+16,1,13020102,1,,,,,,,,,,
30226,e45 150ml wash (crookes healthcare ltd),,emollient skin preparations,,1.92E+17,286,13020102,1,,,,,,,,,,
7119,hydromol ointment (alliance pharmaceuticals ltd),liquid paraffin/emulsifying wax/yellow soft paraffin,emollient skin preparations,topical,2.07E+17,29654,13020102,1,,,,,,,,,,
37065,eumocream 25% cream (glaxosmithkline consumer healthcare),glycerol,emollient skin preparations,cutaneous,1.28E+16,3593,13020102,1,,,,,,,,,,
61119,elena's ultimate body oil liquid (elena's nature collection ltd),,emollient skin preparations,route of administration not applicable,1.46E+16,10,13020102,1,,,,,,,,,,
78446,exmaben cream (ascot laboratories ltd),white soft paraffin/liquid paraffin light,emollient skin preparations,cutaneous,3.50E+16,3,13020102,1,,,,,,,,,,
14628,white soft paraffin 95% / liquid paraffin 5% ointment,white soft paraffin/liquid paraffin,emollient skin preparations,cutaneous,400760005,5104,13020102,1,,,,,,,,,,
46824,aquamax cream (dermato logical ltd),cetostearyl alcohol/liquid paraffin/white soft paraffin,emollient skin preparations,topical,3.06E+17,270,13020102,1,,,,,,,,,,
69088,soffen cream (vitame ltd),white soft paraffin/liquid paraffin light,emollient skin preparations,cutaneous,2.85E+16,43,13020102,1,,,,,,,,,,
8272,liquid paraffin 90% bath oil,liquid paraffin,emollient skin preparations,topical,2.13E+17,75,13020102,1,,,,,,,,,,
57520,cetraben emollient cream (waymade healthcare plc),white soft paraffin/liquid paraffin light,emollient skin preparations,cutaneous,1.56E+16,2349,13020102,1,,,,,,,,,,
11894,urea 5% / lauromacrogols 3% cream,urea/lauromacrogols,emollient skin preparations,cutaneous,331524009,13328,13020102,1,,,,,,,,,,
62366,generic emollin aerosol spray,,emollient skin preparations,,1.19E+16,13,13020102,1,,,,,,,,,,
36725,qv cream (crawford healthcare ltd),glycerol/liquid paraffin light/white soft paraffin,emollient skin preparations,topical,2.48E+17,1813,13020102,1,,,,,,,,,,
70056,urea 40% ointment,,emollient skin preparations,,3.01E+16,6,13020102,1,,,,,,,,,,
70499,zeroveen cream (thornton & ross ltd),,emollient skin preparations,,3.45E+16,27867,13020102,1,,,,,,,,,,
32627,unguentum merck crookes cream (crookes healthcare ltd),liquid paraffin/white soft paraffin,emollient skin preparations,topical,2.11E+17,4,13020102,1,,,,,,,,,,
3158,epaderm ointment (medlock medical),liquid paraffin/emulsifying wax/yellow soft paraffin,emollient skin preparations,topical,2.21E+17,211151,13020102,1,,,,,,,,,,
58075,generic aveeno cream,,emollient skin preparations,route of administration not applicable,3.39E+15,1274,13020102,1,,,,,,,,,,
34236,emollient lotion,liquid paraffin/white soft paraffin,emollient skin preparations,topical,1.76E+17,17,13020102,1,,,,,,,,,,
72238,udderly smooth extra care cream with 10% urea (glanford ltd),,emollient skin preparations,,3.47E+16,10,13020102,1,,,,,,,,,,
44547,tannic acid with menthol & phenol cream,menthol/phenol/tannic acid,emollient skin preparations,topical,2.33E+17,1,13020102,1,,,,,,,,,,
70437,dermatonics dry skin balm (dermatonics ltd),,emollient skin preparations,,3.46E+16,860,13020102,1,,,,,,,,,,
61214,aveeno daily moisturising lotion with lavender (johnson & johnson ltd),,emollient skin preparations,route of administration not applicable,2.44E+16,280,13020102,1,,,,,,,,,,
37564,glycerol 25% cream,glycerol,emollient skin preparations,cutaneous,1.28E+16,354,13020102,1,,,,,,,,,,
37263,vaseline intensive care essential moisture lotion (unilever uk home & personal care),,emollient skin preparations,,2.68E+17,1328,13020102,1,,,,,,,,,,
61420,generic qv gentle wash,,emollient skin preparations,,1.78E+16,4,13020102,1,,,,,,,,,,
61528,generic diprobase cream,,emollient skin preparations,cutaneous,3.54E+15,4361,13020102,1,,,,,,,,,,
67082,aproderm colloidal oat cream (fontus health ltd),,emollient skin preparations,,3.13E+16,3660,13020102,1,,,,,,,,,,
44368,zerocream cream (zeroderma ltd),liquid paraffin/white soft paraffin,emollient skin preparations,cutaneous,2.58E+17,12,13020102,1,,,,,,,,,,
68326,e45 derma protect fast acting 24h moisturiser spray (reckitt benckiser healthcare (uk) ltd),,emollient skin preparations,,3.31E+16,237,13020102,1,,,,,,,,,,
15297,eucerin dry skin relief 5% cream with urea (beiersdorf uk ltd),urea,emollient skin preparations,cutaneous,4.23E+15,21571,13020102,1,,,,,,,,,,
54011,generic qv cream,glycerol/white soft paraffin/liquid paraffin light,emollient skin preparations,cutaneous,1.18E+16,6,13020102,1,,,,,,,,,,
44933,zerocream (thornton & ross ltd),liquid paraffin/white soft paraffin,emollient skin preparations,cutaneous,1.47E+16,85886,13020102,1,,,,,,,,,,
30326,sodium pidolate 5% cream,sodium pidolate,emollient skin preparations,topical,1.63E+17,11,13020102,1,,,,,,,,,,
6361,white soft paraffin 13.2% / liquid paraffin light 10.5% cream,white soft paraffin/liquid paraffin light,emollient skin preparations,cutaneous,3.38E+15,64662,13020102,1,,,,,,,,,,
6247,e45 itch relief cream (forum health products ltd),urea/lauromacrogols,emollient skin preparations,cutaneous,2.93E+15,129239,13020102,1,,,,,,,,,,
46779,skin moisturiser (skinkind ltd),,emollient skin preparations,route of administration not applicable,1.87E+16,3,13020102,1,,,,,,,,,,
3425,aquadrate 10% cream (alliance pharmaceuticals ltd),urea,emollient skin preparations,cutaneous,2.96E+15,40373,13020102,1,,,,,,,,,,
32561,emulsifying ointment (depuy healthcare),liquid paraffin/emulsifying wax/white soft paraffin,emollient skin preparations,cutaneous,5.82E+16,4,13020102,1,,,,,,,,,,
77826,ovelle petroleum jelly white (ovelle pharmaceuticals),white soft paraffin,emollient skin preparations,cutaneous,3.58E+16,12,13020102,1,,,,,,,,,,
71252,adex gel (dermal laboratories ltd),,emollient skin preparations,,3.48E+16,8277,13020102,1,,,,,,,,,,
32260,white soft paraffin solid (teva uk ltd),white soft paraffin,emollient skin preparations,cutaneous,2.88E+15,987,13020102,1,,,,,,,,,,
41741,aqueous cream (depuy healthcare),emulsifying wax/white soft paraffin/liquid paraffin/phenoxyethanol/purified water,emollient skin preparations,cutaneous,5.70E+16,3,13020102,1,,,,,,,,,,
4761,glycerol liquid,glycerol,emollient skin preparations,cutaneous/oral,4.22E+15,1619,13020102,1,,,,,,,,,,
17285,cetraben 90% bath additive (sankyo pharma uk ltd),liquid paraffin,emollient skin preparations,topical,2.13E+17,43,13020102,1,,,,,,,,,,
68662,aproderm gel (fontus health ltd),,emollient skin preparations,,3.29E+16,2,13020102,1,,,,,,,,,,
65887,aproderm emollient cream (fontus health ltd),,emollient skin preparations,,2.84E+16,965,13020102,1,,,,,,,,,,
43604,ultrabase cream (derma uk ltd),,emollient skin preparations,cutaneous,3.64E+15,58748,13020102,1,,,,,,,,,,
65608,generic aveeno moisturising creamy oil,,emollient skin preparations,cutaneous,1.83E+16,1,13020102,1,,,,,,,,,,
77721,cuderm moisturising lotion (synergy biologics ltd),,emollient skin preparations,,3.29E+16,1,13020102,1,,,,,,,,,,
62390,r2 lotion 1g sachets (water-jel europe llp),,emollient skin preparations,,2.71E+16,13,13020102,1,,,,,,,,,,
69144,enopen cream (ennogen healthcare ltd),white soft paraffin/liquid paraffin light,emollient skin preparations,cutaneous,2.28E+16,88,13020102,1,,,,,,,,,,
63564,generic cetraben lotion,,emollient skin preparations,,2.39E+16,25,13020102,1,,,,,,,,,,
18896,eucerin dry skin relief soothing spray (beiersdorf uk ltd),,emollient skin preparations,route of administration not applicable,7.54E+15,368,13020102,1,,,,,,,,,,
7355,liquid paraffin 11% cream,liquid paraffin,emollient skin preparations,cutaneous,7.66E+15,8410,13020102,1,,,,,,,,,,
32574,white soft paraffin + 50%+50% ointment (j m loveridge ltd),white soft paraffin/liquid paraffin,emollient skin preparations,cutaneous,9.17E+16,201,13020102,1,,,,,,,,,,
65070,elave intensive cream (ovelle pharmaceuticals),,emollient skin preparations,,2.98E+16,54,13020102,1,,,,,,,,,,
59738,cetraben lotion (genus pharmaceuticals ltd),,emollient skin preparations,,2.39E+16,7889,13020102,1,,,,,,,,,,
69698,dermasalve baby & infant cream (dermasalve ltd),,emollient skin preparations,route of administration not applicable,1.24E+16,2,13020102,1,,,,,,,,,,
6003,emulsifying wax with yellow soft paraffin,liquid paraffin/emulsifying wax/yellow soft paraffin,emollient skin preparations,topical,3.05E+17,10346,13020102,1,,,,,,,,,,
38772,dexeryl cream (pierre fabre dermo-cosmetique),,emollient skin preparations,,1.38E+16,2259,13020102,1,,,,,,,,,,
2568,e45 cream (reckitt benckiser healthcare (uk) ltd),light liquid paraffin/methyl 4-hydroxybenzoate/propyl 4-hydroxybenzoate/white soft paraffin/hypoallergenic lanolin,emollient skin preparations,topical,4.82E+16,40365,13020102,1,,,,,,,,,,
16288,paraffin & wool fat with cetostearyl alcohol,cetostearyl alcohol/hard paraffin/wool fat/white soft paraffin,emollient skin preparations,topical,1.79E+17,308,13020102,1,,,,,,,,,,
4899,aveeno cream (johnson & johnson ltd),,emollient skin preparations,route of administration not applicable,8.93E+14,1136619,13020102,1,,,,,,,,,,
24080,glycerol liquid (j m loveridge ltd),glycerol,emollient skin preparations,cutaneous/oral,4.22E+15,111,13020102,1,,,,,,,,,,
47861,white soft paraffin solid (a a h pharmaceuticals ltd),white soft paraffin,emollient skin preparations,cutaneous,2.88E+15,102,13020102,1,,,,,,,,,,
22818,white soft paraffin with coconut oil & glycerol cream,glycerol/coconut oil fractionated/white soft paraffin,emollient skin preparations,topical,2.25E+17,79,13020102,1,,,,,,,,,,
44201,evolve plus spray (intelligent therapeutics ltd),wool fat,emollient skin preparations,topical,2.61E+17,10,13020102,1,,,,,,,,,,
11485,dimeticone with benzyl alcohol cream,dimeticone/benzyl alcohol,emollient skin preparations,topical,4.26E+16,9,13020102,1,,,,,,,,,,
15899,emulsifying soap,white soft paraffin/emulsifying wax,emollient skin preparations,topical,6.46E+16,836,13020102,1,,,,,,,,,,
2340,white soft paraffin solid,white soft paraffin,emollient skin preparations,cutaneous,1.46E+16,88991,13020102,1,,,,,,,,,,
5099,urea 10% / lactic acid 5% cream,urea/lactic acid,emollient skin preparations,cutaneous,331533006,26403,13020102,1,,,,,,,,,,
69229,white soft paraffin 15% / liquid paraffin 6% cream,,emollient skin preparations,,3.37E+16,109,13020102,1,,,,,,,,,,
15300,eucerin dry skin relief 5% face cream with urea (beiersdorf uk ltd),urea,emollient skin preparations,cutaneous,4.23E+15,8094,13020102,1,,,,,,,,,,
5693,aveeno lotion (johnson & johnson ltd),,emollient skin preparations,route of administration not applicable,4.50E+14,128247,13020102,1,,,,,,,,,,
1108,unguentum merck cream (crookes healthcare ltd),liquid paraffin/white soft paraffin,emollient skin preparations,topical,3.30E+16,229764,13020102,1,,,,,,,,,,
62247,imuderm emollient (clinisupplies ltd),,emollient skin preparations,,2.50E+16,2613,13020102,1,,,,,,,,,,
62391,r1 gel 6g sachets (water-jel europe llp),,emollient skin preparations,,2.71E+16,17,13020102,1,,,,,,,,,,
30800,aveeno 75ml cream (bioglan laboratories ltd),,emollient skin preparations,,1.32E+17,146,13020102,1,,,,,,,,,,
50978,oilatum natural repair face cream (glaxosmithkline consumer healthcare),,emollient skin preparations,route of administration not applicable,1.42E+16,419,13020102,1,,,,,,,,,,
62575,avene xeracalm a.d lipid-replenishing cream (pierre fabre dermo-cosmetique),,emollient skin preparations,,2.75E+16,89,13020102,1,,,,,,,,,,
35756,white soft paraffin 5% lotion,white soft paraffin,emollient skin preparations,cutaneous,1.18E+16,1422,13020102,1,,,,,,,,,,
62674,avene xeracalm a.d lipid-replenishing balm (pierre fabre dermo-cosmetique),,emollient skin preparations,,2.75E+16,103,13020102,1,,,,,,,,,,
24969,vaseline dermacare lotion (elida faberge),,emollient skin preparations,,1.92E+17,445,13020102,1,,,,,,,,,,
60026,generic aveeno lotion,,emollient skin preparations,route of administration not applicable,3.39E+15,7,13020102,1,,,,,,,,,,
49681,aveeno cream (mawdsley-brooks & company ltd),,emollient skin preparations,route of administration not applicable,1.63E+16,39,13020102,1,,,,,,,,,,
72506,emcrem cream (glenmark pharmaceuticals europe ltd),,emollient skin preparations,,3.37E+16,44,13020102,1,,,,,,,,,,
72010,pyrrolidone carboxylic acid cream,sodium pidolate,emollient skin preparations,,1.52E+17,20,13020102,1,,,,,,,,,,
18169,lansinoh brand lanolin ointment (lansinoh (uk) ltd),wool fat,emollient skin preparations,cutaneous,9.39E+15,8609,13020102,1,,,,,,,,,,
78154,liquid paraffin in white soft paraffin 50%with50% ointment (pure health),white soft paraffin/liquid paraffin,emollient skin preparations,cutaneous,9.14E+16,1,13020102,1,,,,,,,,,,
23137,emollient with hypoallergenic lanolin cream,dimeticone/isopropyl myristate/glycerol/hypoallergenic lanolin,emollient skin preparations,topical,2.24E+17,51,13020102,1,,,,,,,,,,
8011,nutraplus 10% cream (galderma (uk) ltd),urea,emollient skin preparations,cutaneous,2.97E+15,8781,13020102,1,,,,,,,,,,
74633,udderly smooth moisturising cream (glanford ltd),,emollient skin preparations,,3.47E+16,2,13020102,1,,,,,,,,,,
66278,doublegel (penlan healthcare ltd),isopropyl myristate/liquid paraffin,emollient skin preparations,cutaneous,3.13E+16,22,13020102,1,,,,,,,,,,
65071,elave body wash (ovelle pharmaceuticals),,emollient skin preparations,,2.79E+16,9,13020102,1,,,,,,,,,,
75248,boots baby sensitive skin moisturising cream (the boots company plc),,emollient skin preparations,route of administration not applicable,7.55E+15,5,13020102,1,,,,,,,,,,
4090,neutrogena norwegian formula 40% dermatological cream (johnson & johnson ltd),glycerol,emollient skin preparations,cutaneous,3.79E+15,27151,13020102,1,,,,,,,,,,
1599,balneum plus cream (almirall ltd),urea/lauromacrogols,emollient skin preparations,cutaneous,2.93E+15,223067,13020102,1,,,,,,,,,,
71980,epimax excetra cream (aspire pharma ltd),white soft paraffin/liquid paraffin light,emollient skin preparations,cutaneous,3.49E+16,3721,13020102,1,,,,,,,,,,
11378,"liquid paraffin with benzalkonium, chlorhexidine and isopropyl myristate emollient",liquid paraffin/isopropyl myristate/benzalkonium chloride/chlorhexidine hydrochloride,emollient skin preparations,topical,2.20E+17,826,13020102,1,,,,,,,,,,
12233,locobase ointment (yamanouchi pharma ltd),magnesium sulfate dried/phenoxyethanol/wool alcohols ointment,emollient skin preparations,cutaneous,3.98E+16,90,13020102,1,,,,,,,,,,
68791,elena's body lotion with tea tree (elena's nature collection ltd),,emollient skin preparations,route of administration not applicable,1.46E+16,1,13020102,1,,,,,,,,,,
45713,qv gentle wash (crawford healthcare ltd),glycerol,emollient skin preparations,,1.78E+16,80764,13020102,1,,,,,,,,,,
4072,emlloient cream,liquid paraffin/white soft paraffin,emollient skin preparations,topical,1.72E+17,2383,13020102,1,,,,,,,,,,
962,diprobase ointment (merck sharp & dohme ltd),white soft paraffin/liquid paraffin,emollient skin preparations,cutaneous,3.49E+15,385669,13020102,1,,,,,,,,,,
43908,oilatum lotion (glaxosmithkline consumer healthcare),,emollient skin preparations,route of administration not applicable,7.54E+15,2725,13020102,1,,,,,,,,,,
44747,aquamol cream (thornton & ross ltd),,emollient skin preparations,,1.80E+16,1623,13020102,1,,,,,,,,,,
28814,simple ointment (thornton & ross ltd),cetostearyl alcohol/hard paraffin/white soft paraffin/wool fat,emollient skin preparations,cutaneous,2.02E+16,14,13020102,1,,,,,,,,,,
64539,elave shampoo (ovelle pharmaceuticals),,emollient skin preparations,,2.79E+16,102,13020102,1,,,,,,,,,,
7287,white soft paraffin 15% / liquid paraffin light 6% cream,liquid paraffin light/white soft paraffin,emollient skin preparations,cutaneous,3.38E+15,15925,13020102,1,,,,,,,,,,
68490,urea 25% in aqueous cream,,emollient skin preparations/extemporaneous item,,3.24E+16,1,13020102/50030000,1,,,,,,,,,,
72494,aquaderm cetomacrogol cream (formula a) (impectron ltd),white soft paraffin/cetostearyl alcohol/macrogol cetostearyl ether 22/liquid paraffin/chlorocresol/purified water,emollient skin preparations/extemporaneous item,cutaneous,3.35E+16,12,13020102/50030000,1,,,,,,,,,,
62816,cetomacrogol cream (formula a) (thornton & ross ltd),white soft paraffin/cetostearyl alcohol/macrogol cetostearyl ether 22/liquid paraffin/chlorocresol/purified water,emollient skin preparations/extemporaneous item,cutaneous,3.77E+15,7,13020102/50030000,1,,,,,,,,,,
76005,urea 20% in aqueous cream,urea,emollient skin preparations/extemporaneous item,route of administration not applicable,1.55E+16,2,13020102/50030000,1,,,,,,,,,,
4109,cetomacrogol cream (formula a),white soft paraffin/cetostearyl alcohol/macrogol cetostearyl ether 22/liquid paraffin/chlorocresol/purified water,emollient skin preparations/extemporaneous item,cutaneous,1.47E+16,129651,13020102/50030000,1,,,,,,,,,,
27769,herbal emollient cream,herbals,emollient skin preparations/herbal remedy,topical,7.06E+16,12,13020102/52010000,1,,,,,,,,,,
22290,ps-98 cream (pharmavita),herbals,emollient skin preparations/herbal remedy,topical,1.70E+16,74,13020102/52010000,1,,,,,,,,,,
30247,yellow soft paraffin gel (celltech pharma europe ltd),yellow soft paraffin,emollient skin preparations/ingredients,cutaneous,2.87E+16,5,13020102/50000000,1,,,,,,,,,,
